,0
1580,grammatical_sentences
1581,backward_chaining
1582,summarization
1583,research
1584,meronym
1585,mentionpair
1586,advanced_methods
1587,selectional_preferences
1588,meteor
1589,statistical_natural_language_processing
1590,intergalactic_language
1591,statistical_natural_language_processing
1592,sentences
1593,chinese
1594,projection_layer
1595,decision_sequences
1596,asr
1597,discounting
1598,statistical_significance
1599,lasso_regression
1600,markov_processes
1601,verb
1602,bag_words
1603,hungarian
1604,fasttext
1605,subwords
1606,wordword_matrix
1607,claims
1608,gazetteer
1609,affricate_sound
1610,entity_alignment
1611,link_grammar
1612,similarity_metric
1613,harmonic_mean
1614,syllable
1615,distributional_hypothesis
1616,intonation_phrases
1617,rounded_vowels
1618,second-order_markov_processes
1619,document_ir
1620,alignment
1621,syntactic_structure
1622,temporal_logic
1623,bootstrap_test
1624,affix
1625,common_ground
1626,pcfg_independence_assumptions
1627,estimation_techniques
1628,adjective-noun_order
1629,hindi_verbframed
1630,false_negatives
1631,stop_list
1632,corpora
1633,recency_preferences
1634,devtest
1635,infinitives
1636,target
1637,tree_adjoining
1638,use_text_categorization
1639,ctc
1640,embeddings
1641,nucleus_and_satellite_in_rst
1642,achievement_expressions
1643,deep_role
1644,cfg_grammar
1645,categorial_grammar
1646,partwhole
1647,sentence_realization
1648,aiff_file
1649,edit_cost
1650,graph_convolutional_networks
1651,parts_speech
1652,connectionist
1653,existentially_quantified
1654,frame_elements
1655,dotproduct_attention
1656,feature_template
1657,fourier_analysis
1658,linguistics
1659,possessive_pronoun
1660,russian
1661,verb-subject-object
1662,constraints
1663,hamming
1664,beam_search
1665,modern_machine_translation
1666,srl
1667,closed_vocabulary
1668,similarity
1669,tag_substitution
1670,kbp
1671,language_generation
1672,structured_polysemy
1673,oral_tract
1674,coordination_ambiguity
1675,markov_chain_approximation
1676,h_pitch_accent
1677,europarl
1678,coreference
1679,recognizers
1680,informative_contribution
1681,degree_adverb
1682,training_sample
1683,distribution_over_sentences
1684,chunking
1685,confidence_values
1686,protopatient
1687,ngram_approximations
1688,reference_point
1689,irb
1690,mean_average_precision
1691,tanh
1692,vector_semantics
1693,feature_vectors
1694,pii
1695,parameter_estimation
1696,secondorder
1697,error_backpropagation
1698,semantics
1699,unit_vector
1700,translation_systems
1701,interjections
1702,corefer
1703,relation
1704,output
1705,currying
1706,tydi_qa
1707,brown_corpus
1708,grammatical_relation
1709,named_entity_recognition
1710,gold_labels
1711,ordinal_number
1712,addk
1713,trigram
1714,building_a_maxent
1715,relation_logistic
1716,euclidean_distance
1717,motivation
1718,abstract_noun
1719,knowledgebased
1720,swedish_verbframed
1721,fullgram
1722,information_retrieval_toolkits
1723,vietnamese
1724,introduction_to_statistical_mt
1725,text_to_signal
1726,formalizing
1727,applications
1728,language
1729,direct_extension
1730,infoboxes
1731,mean_opinion_score
1732,simplicity
1733,tag_adjunction
1734,kneserney_discounting
1735,text_introduction
1736,ocr
1737,arity
1738,sparse
1739,noun_phrase
1740,features
1741,sets
1742,riau_indonesian
1743,dft
1744,modified_ngram_mt
1745,arc
1746,estimate
1747,generation
1748,statistically_significant
1749,satellite
1750,subtle_distinction
1751,coronal_sound
1752,firstorder_cooccurrence
1753,history_speech_recognition
1754,adequacy
1755,shared_plans
1756,unigram_maximum_likely_estimate
1757,crf
1758,conversation_act
1759,cky_algorithm
1760,faiss
1761,interpolated_precision
1762,concrete_word
1763,text_evaluation
1764,tamil
1765,substitution_tag
1766,compression
1767,addone
1768,source_language.
1769,noisy_channel_model
1770,value_sensitive_design
1771,pdp
1772,crosslinguistically
1773,scisor
1774,l_pitch_accent
1775,conversation_analysis
1776,translation_problem
1777,np
1778,schwa
1779,simple_questions
1780,monte_carlo_search
1781,contextfree_expansion
1782,eliza
1783,kleene
1784,bigram_count
1785,articulatory_synthesis
1786,espnet
1787,thesaurus
1788,pcm_pulse_code
1789,discounting_methods
1790,dialogue_policy
1791,graph_embedding
1792,nternet_users
1793,switchboard
1794,mechanical_turk
1795,loudness
1796,features
1797,attribution_coherence
1798,constraint_grammar
1799,conceptual_dependency
1800,hotpotqa
1801,amount_ambiguity
1802,training_oracle
1803,word_sense_ambiguity
1804,verifiability
1805,meronymy
1806,singleton
1807,satelliteframed_language
1808,f_fmeasure
1809,relation_neural_networks
1810,consonant
1811,multinomial_naive_bayes_classifier
1812,beckham
1813,clusters_in_ne_recognition
1814,language_modeling
1815,distribution_of_sentences
1816,span
1817,nonlogical_vocabulary
1818,add_gate
1819,unknown_words
1820,word_sense_ambiguity
1821,institutional_review_board
1822,agglomerative_clustering
1823,dental_sound
1824,adversarial_evaluation
1825,wordpiece
1826,first_step
1827,usercentered_design
1828,parts_taggit
1829,mapsswe_asr
1830,beam_width
1831,sclite_package
1832,bias-variance_tradeoff
1833,side_sequence
1834,text_to_text_generation
1835,branching_factor
1836,input
1837,optical
1838,lpc_linear_predictive_coding
1839,sensitivity_corpus
1840,trigram_count
1841,stationary_stochastic
1842,computational_grammar
1843,filled_pause
1844,question_answering
1845,trigram_language_models
1846,relations
1847,intercept
1848,isolating_language
1849,sparse_data_problem
1850,bigram
1851,semantic_drift_ie
1852,polysynthetic_language
1853,international_phonetic_alphabet
1854,number_agreement
1855,coherence
1856,bm
1857,morpheme
1858,normalizing
1859,minimum_algorithm
1860,strange
1861,chain_rule
1862,convergence
1863,preprocessing
1864,origin_term
1865,speaker_verification
1866,document_analysis
1867,progressive_prompting
1868,preference_semantics
1869,implicature
1870,subject_syntactic
1871,computing
1872,neodavidsonian
1873,substitutability
1874,knowledge_graph
1875,maximizing_the_likelihood
1876,fisher
1877,new_york_times
1878,ner
1879,word_set
1880,logistic_function
1881,phrase_queries
1882,weighted_minimum_edit_distance
1883,basic_emotions
1884,partofspeech_tagging
1885,operation_list
1886,elaboration_coherence
1887,forward_chaining
1888,course_introduction
1889,tagging
1890,joint_probability_distribution
1891,interpretation
1892,prodrop_languages
1893,svd
1894,propbank
1895,bias_term
1896,lexical_differences
1897,nlp_tasks
1898,incidence_matrices
1899,dialogue_systems
1900,turn-taking
1901,ngrams
1902,yupik
1903,lexical_trigger
1904,addone_smoothing
1905,semantic_concordance
1906,babelnet
1907,evaluation_of_lexicalized_pcfgs
1908,date
1909,katz
1910,stride
1911,generalized_semantic_role
1912,synchronous_grammar
1913,quantization
1914,cass_phonetic
1915,compared_hmm
1916,maximum_likelihood_estimate
1917,first-order_markov_processes
1918,bilabial
1919,cyk_evaluation
1920,tfidf
1921,simplified_grammar_rules
1922,predicateargument
1923,language_model_accuracy
1924,example
1925,frame
1926,voiceless_sound
1927,webquestions
1928,similar
1929,adjective
1930,yonkers_racetrack
1931,missing_probability_mass
1932,labial_place_articulation
1933,word_distributional_similarity
1934,allocational_harm
1935,deep_learning
1936,development_test_set
1937,svo_language
1938,personality
1939,rdf_triple
1940,template_recognition
1941,anchors_regular
1942,fold
1943,concept_error_rate
1944,naive_learning
1945,learning_phrases_from_alignments
1946,dimension
1947,edit_distance
1948,capture_group
1949,rst
1950,target_language
1951,utterance
1952,strong_equivalence
1953,regularization
1954,bag_words_assumption
1955,laughs
1956,multinomial
1957,maxim_gricean
1958,set_symbols
1959,qualia_structure
1960,apple_aiff
1961,mctest
1962,brown_clustering_algorithm
1963,gradient
1964,greek
1965,connotation_frame
1966,syntax-based_machine_translation
1967,conditional_probabilities
1968,baseline
1969,fenceposts
1970,resolve
1971,tacred_dataset
1972,propositional_meaning
1973,liwc
1974,ab_test
1975,sparse_data
1976,fully_qualified_date
1977,kenlm
1978,dependency_parsing_introduction
1979,generics
1980,generative_syntax
1981,zeugma
1982,nist
1983,information_retrieval
1984,digitization
1985,connotations
1986,word_senses
1987,parsing_syntactic
1988,markov_model
1989,ldc
1990,bayes_theorem
1991,normalization_probabilities
1992,time
1993,lexical_sample_task
1994,selectional_preference
1995,counts
1996,language_modeling
1997,markov_assumption
1998,authorship_attribution
1999,wake_word
2000,system_architecture
2001,contextual_sensitivity
2002,semantic_representation
2003,oov_rate
2004,phrasestructure_grammar
2005,relevance_maxim
2006,amount_partofspeech
2007,noisy_channel_methods
2008,phrased-based_machine_translation
2009,maximum_spanning_tree
2010,defining_minimum_edit_distance
2011,commissive_speech_act
2012,web_ontology_language
2013,common_noun
2014,bio
2015,precedence
2016,training_corpus
2017,complementizers
2018,foslerlussier_e
2019,mcnemars_test
2020,velum
2021,way
2022,language_model_evaluation
2023,bidirectional_rnn
2024,rms
2025,spelling_correction
2026,mt_evaluation
2027,thematic_grid
2028,lexicalized_parsing
2029,inflection
2030,hansard
2031,wall_street_journal
2032,template_filling
2033,ontonotes
2034,log_likelihood_ratio
2035,ir
2036,context
2037,shiftreduce_parsing
2038,bleu
2039,iob_tagging
2040,domination_syntax
2041,lexical_category
2042,unit_production
2043,collocations
2044,training_corpus
2045,transformers
2046,example_sentences
2047,crossvalidation
2048,devset
2049,signal
2050,positional_indexes
2051,penn_treebank
2052,american_structuralism
2053,meaning
2054,design_evaluation
2055,hidden
2056,conversational_agents
2057,text_summarization
2058,simplifying_assumptions
2059,test_data
2060,aspect
2061,computational_biology
2062,precision
2063,terminal_symbol
2064,log_used_compress
2065,bargein
2066,articulatory_phonetics
2067,article_partofspeech
2068,singular_value_decomposition
2069,spectrogram
2070,gricean_maxims
