,head,variable,value
260,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi103
261,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi771
262,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1921
263,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi463
264,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi294
265,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi124
266,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,prerequisite,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19
267,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi159
268,Course1_W1-S2-L5_Trigram_Language_Models_9-40,l_text_topics,topic_12
269,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi771
270,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,prerequisite,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47
271,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi2023
272,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,level,level_3
273,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,level,level_1
274,Course2_W3-S1-L1_What_is_Text_Classification_8-12,level,level_3
275,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,prerequisite,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07
276,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi42
277,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi665
278,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1864
279,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1007
280,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,prerequisite,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32
281,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,level,level_1
282,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi799
283,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,prerequisite,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14
284,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1991
285,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,level,level_1
286,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1620
287,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1410
288,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi2023
289,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,prerequisite,Course1_W3-S2-L1_Introduction_1-12
290,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1759
291,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,prerequisite,Course1_W9-S1-L1_Introduction_0-36
292,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1756
293,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,level,level_2
294,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1976
295,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,prerequisite,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53
296,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,prerequisite,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05
297,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi262
298,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1855
299,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi294
300,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1397
301,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi159
302,Course1_W6-S1-L1_Introduction_0-41,level,level_1
303,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1811
304,Course1_W8-S2-L6_Summary_1-12,prerequisite,Course1_W8-S2-L5_Features_and_Beam_Search_12-10
305,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1630
306,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1203
307,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,level,level_3
308,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,level,level_1
309,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_7
310,Course1_W7-S1-L1_Introduction_0-47,level,level_1
311,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1046
312,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1007
313,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,prerequisite,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26
314,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,prerequisite,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04
315,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1397
316,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi724
317,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,prerequisite,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27
318,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1247
319,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,prerequisite,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14
320,Course1_W8-S1-L7_An_Example_Application_9-28,level,level_1
321,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,level,level_3
322,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi472
323,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1426
324,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,prerequisite,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26
325,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,prerequisite,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38
326,Course2_W3-S1-L2_Naive_Bayes_3-19,level,level_3
327,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1141
328,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,prerequisite,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23
329,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi702
330,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1250
331,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1759
332,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1073
333,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi173
334,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1976
335,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi438
336,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1141
337,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi41
338,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1413
339,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,prerequisite,Course2_W7-S2-L6_The_Vector_Space_Model_16-22
340,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi463
341,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi2037
342,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi724
343,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,prerequisite,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53
344,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,level,level_2
345,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1864
346,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1278
347,Course1_W7-S1-L1_Introduction_0-47,prerequisite,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29
348,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,level,level_2
349,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1390
350,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi173
351,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1642
352,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,level,level_1
353,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi331
354,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,prerequisite,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26
355,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1779
356,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1426
357,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,prerequisite,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28
358,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi944
359,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,prerequisite,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34
360,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi835
361,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,prerequisite,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53
362,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1976
363,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1674
364,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,level,level_2
365,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1991
366,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,prerequisite,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04
367,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1410
368,Course1_W1-S1-L1_Introduction_Part_1_11-17,level,level_1
369,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi2034
370,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1677
371,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1059
372,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi438
373,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,prerequisite,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17
374,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1338
375,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,level,level_3
376,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,level,level_1
377,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1921
378,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1921
379,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,level,level_2
380,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi483
381,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,prerequisite,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28
382,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,level,level_1
383,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi335
384,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1410
385,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,prerequisite,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51
386,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi335
387,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,level,level_1
388,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1279
389,Course2_W6-S2-L2_Charniaks_Model_18-23,prerequisite,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03
390,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,prerequisite,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36
391,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi655
392,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi568
393,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,prerequisite,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35
394,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi872
395,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,level,level_1
396,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi799
397,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi463
398,Course2_W2-S1-L6_Interpolation_10-25,level,level_3
399,Course1_W1-S1-L2_Introduction_Part_2_10-28,level,level_1
400,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,level,level_3
401,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,level,level_2
402,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,level,level_3
403,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi379
404,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,prerequisite,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47
405,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi38
406,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,prerequisite,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39
407,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,prerequisite,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27
408,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi724
409,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi173
410,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi806
411,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1976
412,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1279
413,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1579
414,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi835
415,Course1_W9-S1-L1_Introduction_0-36,level,level_1
416,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,prerequisite,Course1_W2-S1-L1_The_Tagging_Problem_10-01
417,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,level,level_3
418,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1279
419,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,prerequisite,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55
420,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1203
421,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,level,level_2
422,Course2_W1-S2-L1_Regular_Expressions_11-25,level,level_3
423,Course2_W8-S3-L1_Introduction_to_Summarization,prerequisite,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52
424,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi786
425,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,prerequisite,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34
426,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1522
427,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi63
428,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi605
429,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi173
430,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1367
431,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,level,level_2
432,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1732
433,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,prerequisite,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18
434,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,level,level_1
435,Course2_W3-S1-L2_Naive_Bayes_3-19,prerequisite,Course2_W3-S1-L1_What_is_Text_Classification_8-12
436,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi463
437,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,level,level_2
438,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,prerequisite,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25
439,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,prerequisite,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44
440,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,prerequisite,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03
441,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1921
442,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,prerequisite,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20
443,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1390
444,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,level,level_1
445,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1007
446,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi261
447,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1250
448,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,prerequisite,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50
449,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1046
450,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi534
451,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,prerequisite,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44
452,Course1_W8-S1-L1_Introduction_1-41,level,level_1
453,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1756
454,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,level,level_2
455,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi944
456,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,level,level_2
457,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,prerequisite,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38
458,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1759
459,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1627
460,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,level,level_1
461,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi872
462,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi665
463,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi2011
464,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,level,level_1
465,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi874
466,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,level,level_3
467,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1413
468,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,prerequisite,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08
469,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,level,level_2
470,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,prerequisite,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31
471,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,level,level_1
472,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1674
473,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,prerequisite,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02
474,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1412
475,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi944
476,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,level,level_2
477,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,level,level_2
478,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1477
479,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1477
480,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,level,level_2
481,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1921
482,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,level,level_1
483,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,prerequisite,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41
484,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,prerequisite,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00
485,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1218
486,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi2053
487,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1477
488,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,prerequisite,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26
489,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,prerequisite,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27
490,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi806
491,Course1_W5-S1-L3_Challenges_in_MT_8-06,level,level_1
492,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1976
493,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,prerequisite,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38
494,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1642
495,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi534
496,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi944
497,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1672
498,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,level,level_3
499,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,level,level_1
500,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,level,level_2
501,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,l_text_topics,topic_10
502,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,prerequisite,Course2_W4-S1-L5_Generative_vs
503,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,level,level_1
504,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi124
505,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi173
506,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,prerequisite,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19
507,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,prerequisite,Course1_W6-S1-L1_Introduction_0-41
508,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi806
509,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,prerequisite,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53
510,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_6
511,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi724
512,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1410
513,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1397
514,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,prerequisite,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25
515,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,prerequisite,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07
516,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1007
517,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi724
