,head,variable,value
7338,Course1_W8-S2-L1_Introduction_0-47,l_text_topics,topic_3
7093,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,level,level_1
7589,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,level,level_2
7686,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,prerequisite,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20
7743,Course1_W10-S1-L2_Recap_of_GLMs_7-40,level,level_1
7631,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi197
7840,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,level,level_3
5200,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,concept_vocab_index,vi288
7820,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi388
6345,Course2_W3-S1-L2_Naive_Bayes_3-19,prerequisite,Course2_W3-S1-L1_What_is_Text_Classification_8-12
7649,Course1_W5-S2-L4_IBM_Model_2_11-27,prerequisite,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01
7538,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,level,level_1
6971,Course1_W5-S2-L1_Introduction_3-24,l_text_topics,topic_2
7099,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,level,level_2
7782,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,prerequisite,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31
7609,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,level,level_1
7160,Course2_W8-S2-L1_What_is_Question_Answering_7-28,prerequisite,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15
7765,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,level,level_1
7721,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,level,level_2
7399,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,level,level_1
7714,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,level,level_2
7378,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,prerequisite,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12
7680,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi1376
7628,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi1003
6669,Course1_W7-S1-L1_Introduction_0-47,prerequisite,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29
7397,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,prerequisite,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39
7588,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,prerequisite,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34
7787,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,prerequisite,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53
7677,Course2_W6-S1-L4_CKY_Example_21-52,level,level_3
7745,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,prerequisite,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06
7582,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi831
7794,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,prerequisite,Course1_W10-S1-L2_Recap_of_GLMs_7-40
7698,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,prerequisite,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34
7697,Course1_W9-S2-L7_Summary_3-01,level,level_1
7469,Course2_W7-S1-L3_The_Inverted_Index_10-42,level,level_3
7699,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi675
7431,Course1_W5-S1-L2_introduction_2-03,concept_vocab_index,vi129
7633,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,level,level_1
7179,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,level,level_1
7841,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,prerequisite,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38
7004,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi238
7857,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,prerequisite,Course1_W2-S1-L1_The_Tagging_Problem_10-01
2234,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,level,level_2
6841,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,prerequisite,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21
3691,Course1_W4-S2-L1_Introduction_00-17,level,level_1
7457,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,level,level_2
7627,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,level,level_2
7462,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,prerequisite,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44
7704,Course2_W4-S1-L5_Generative_vs,prerequisite,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04
7339,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,prerequisite,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39
7289,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi192
7827,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,prerequisite,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19
4890,Course1_W9-S2-L1_Introduction_0-30,prerequisite,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28
6534,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,prerequisite,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23
5277,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,l_text_topics,topic_6
7567,Course1_W9-S1-L1_Introduction_0-36,prerequisite,Course1_W8-S2-L6_Summary_1-12
7449,Course1_W10-S2-L1_Introduction_0-37,prerequisite,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00
6979,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,prerequisite,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23
6555,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,l_text_topics,topic_8
7544,Course1_W10-S1-L1_Introduction_1-02,prerequisite,Course1_W1-S3-L5_Summary_2-31
7037,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,level,level_2
7749,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,l_text_topics,topic_3
