,head,variable,value,prob
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1733,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1448,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1562,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1307,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi891,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1570,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi1970,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi610,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi827,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi15,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi701,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi689,0.04
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi252,0.04
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1877,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi891,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi15,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1076,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi784,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1339,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1530,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi204,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi253,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi43,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi849,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi701,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1733,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi108,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1416,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi397,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1606,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi2002,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi252,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1307,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1040,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1970,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi667,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi275,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi827,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1242,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1421,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1805,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1533,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi25,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi205,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1245,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi176,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1796,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi903,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi324,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi211,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1612,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1875,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi410,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi755,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1498,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1063,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi374,0.02
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi771,0.02
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi108,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi233,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi784,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi8,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1533,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1401,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1880,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1530,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1970,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi635,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi204,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1378,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1672,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1307,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1733,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1339,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1245,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi252,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1421,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1300,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi827,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi891,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi607,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi43,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi25,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1562,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1076,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1774,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi397,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi137,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1242,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi701,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1199,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1040,0.04
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi597,0.04
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi1040,0.07
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi204,0.07
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi25,0.07
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi93,0.07
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi1606,0.07
114,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi762,0.07
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi108,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1300,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi737,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1530,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi201,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi211,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1877,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1890,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi556,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1243,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1606,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi11,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi324,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi784,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi827,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi741,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi849,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi891,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1040,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1796,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1498,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1089,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1378,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi903,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi204,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi43,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi746,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi619,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1757,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi2036,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi205,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi617,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi558,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi2058,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1436,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1537,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi233,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1071,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1612,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi755,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1063,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi456,0.06
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1672,0.06
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1040,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1970,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1300,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1796,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi405,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi891,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1757,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi374,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi2058,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1530,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1923,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi233,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi108,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1774,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1245,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi827,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1672,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1164,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1479,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1904,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1313,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1415,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi204,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1733,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi30,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1282,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1026,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi893,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi533,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi243,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1243,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi549,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi43,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi137,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi746,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1063,0.03
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi635,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1040,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi737,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1923,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1530,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi211,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi201,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1877,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1733,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi205,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi374,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1974,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1421,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi741,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi2058,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi849,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi762,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi273,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1245,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi784,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1242,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1300,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi891,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1071,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1904,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1537,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1680,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi204,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi828,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi397,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1672,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1805,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi607,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi25,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1774,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1796,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi703,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1875,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi632,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi11,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1243,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1026,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1970,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi252,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi827,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi108,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1113,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi143,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi746,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi619,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1757,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi903,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1721,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1009,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi15,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi2019,0.03
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi371,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi108,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1416,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1040,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi762,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi607,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1530,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1672,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi211,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi252,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1970,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1805,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi737,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi201,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1923,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1242,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi11,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi374,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi2058,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi827,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1415,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1071,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi746,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi371,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1245,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1757,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1733,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi397,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1537,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi15,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi674,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi205,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1774,0.03
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1680,0.03
