,head,variable,value
1752,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1740
1753,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1937
1754,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi1448
1755,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,concept_vocab_index,vi4
1756,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi175
1757,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,l_text_topics,topic_3
1758,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi192
1759,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,l_text_topics,topic_6
1760,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1063
1761,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1783
1762,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1313
1763,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi4
1764,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi892
1765,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1003
1766,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1282
1767,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi81
1768,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi1922
1769,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi173
1770,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi1282
1771,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1125
1772,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi1295
1773,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1503
1774,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi1789
1775,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,concept_vocab_index,vi1770
1776,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi1056
1777,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,l_text_topics,topic_8
1778,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1789
1779,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi173
1780,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi1313
1781,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_2
1782,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi497
1783,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi602
1784,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi751
1785,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi67
1786,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi1893
1787,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi892
1788,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi675
1789,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1005
1790,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi675
1791,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1880
1792,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1200
1793,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,concept_vocab_index,vi1503
1794,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi1060
1795,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi1840
1796,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi675
1797,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1756
1798,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi4
1799,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi887
1800,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi283
1801,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1282
1802,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi1693
1803,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi1566
1804,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi335
1805,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi192
1806,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi1424
1807,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi1003
1808,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi2039
1809,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1886
1810,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi2069
1811,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi388
1812,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1842
1813,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi1813
1814,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi675
1815,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,concept_vocab_index,vi675
1816,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi751
1817,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi675
1818,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi192
1819,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi751
1820,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1142
1821,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi892
1822,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi1200
1823,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi955
1824,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi955
1825,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi131
1826,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi4
1827,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi1842
1828,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi175
1829,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi1073
1830,Course2_W8-S2-L1_What_is_Question_Answering_7-28,l_text_topics,topic_6
1831,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1520
1832,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi675
1833,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1295
1834,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi192
1835,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi142
1836,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,concept_vocab_index,vi61
1837,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi997
1838,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi835
1839,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi0
1840,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1396
1841,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi675
1842,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi4
1843,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1503
1844,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi1461
1845,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi1880
1846,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1807
1847,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi81
1848,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1893
1849,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1740
1850,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi903
1851,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1295
1852,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi1003
1853,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi2014
1854,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi1520
1855,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi1295
1856,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi283
1857,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,l_text_topics,topic_3
1858,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,l_text_topics,topic_14
1859,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1925
1860,Course1_W10-S2-L1_Introduction_0-37,concept_vocab_index,vi1807
1861,Course2_W1-S2-L5_Sentence_Segmentation_5-31,l_text_topics,topic_14
1862,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi1474
1863,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,l_text_topics,topic_12
1864,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1740
1865,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi2014
1866,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1789
1867,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi675
1868,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1003
1869,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi175
1870,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1188
1871,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1324
1872,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi0
1873,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,prerequisite,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17
1874,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi1880
1875,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1821
1876,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1060
1877,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi986
1878,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi92
1879,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,prerequisite,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01
1880,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi435
1881,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi665
1882,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi617
1883,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi378
1884,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi1003
1885,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi1926
1886,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi457
1887,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1250
1888,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi2039
1889,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,concept_vocab_index,vi175
1890,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi392
1891,Course1_W10-S2-L7_Summary_2-50,l_text_topics,topic_3
1892,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,prerequisite,Course1_W9-S1-L1_Introduction_0-36
1893,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1073
1894,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1441
1895,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi0
1896,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi2039
1897,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi1060
1898,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1503
1899,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi1073
1900,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1075
1901,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi283
1902,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi339
1903,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1807
1904,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1107
1905,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1520
1906,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi460
1907,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi1060
1908,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi460
1909,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1756
1910,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1003
1911,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi1132
1912,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1330
1913,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi0
1914,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi831
1915,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1295
1916,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi1313
1917,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,level,level_2
1918,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi1003
1919,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1807
1920,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi1132
1921,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1789
1922,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi1200
1923,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1132
1924,Course2_W7-S1-L3_The_Inverted_Index_10-42,l_text_topics,topic_8
1925,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1474
1926,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,level,level_1
1927,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1670
1928,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi173
1929,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi986
1930,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,l_text_topics,topic_3
1931,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi1821
1932,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi318
1933,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi675
1934,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi1282
1935,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi179
1936,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi326
1937,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi204
1938,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,l_text_topics,topic_3
1939,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi142
1940,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,l_text_topics,topic_0
1941,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi175
1942,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi767
1943,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi675
1944,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi892
1945,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi129
1946,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1346
1947,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi767
1948,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1474
1949,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi903
1950,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1073
1951,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi435
1952,Course1_W9-S2-L1_Introduction_0-30,prerequisite,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28
1953,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi887
1954,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi2039
1955,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi229
1956,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,concept_vocab_index,vi1078
1957,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,l_text_topics,topic_6
1958,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1564
1959,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi598
1960,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,concept_vocab_index,vi32
1961,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi812
1962,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi887
1963,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,prerequisite,Course2_W7-S2-L6_The_Vector_Space_Model_16-22
1964,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi1503
1965,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1783
1966,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi1420
1967,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi1474
1968,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1282
1969,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1644
1970,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi892
1971,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi2039
1972,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1313
1973,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi81
1974,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi1461
1975,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi192
1976,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi192
1977,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi1740
1978,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi1842
1979,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi892
1980,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi2029
1981,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1893
1982,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi312
1983,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi1503
1984,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,l_text_topics,topic_12
1985,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi233
1986,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1313
1987,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi4
1988,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi986
1989,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi557
1990,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,l_text_topics,topic_3
1991,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi662
1992,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi192
1993,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1845
1994,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi1003
1995,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi598
1996,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi4
1997,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi318
1998,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi288
1999,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi2039
2000,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi173
2001,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1893
2002,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi516
2003,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,l_text_topics,topic_2
2004,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,level,level_2
2005,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1673
2006,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi173
2007,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi675
2008,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi882
2009,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,concept_vocab_index,vi167
2010,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi675
2011,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi335
2012,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi1664
2013,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi0
2014,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi0
2015,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi672
2016,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi951
2017,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi131
2018,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi1874
2019,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1474
